ip_location,reposts_count,comments_count,attitudes_count,source,content,NLP,ip_location_new
发布于 湖南,0,1,1,HUAWEI P60,"谁懂啊，贪小便宜，因为买一送一喝了两杯微糖的奶茶，到现在还清醒着😭😭😭。睡不着的时候，人无聊的时候就会想很多。🧐🧐🧐
日本💩💩💩排核污水的第四天，不，第五天。心里很慌，怕自己活不到领退休金，怕自己得皮肤病，怕爸妈病痛缠身。人活的真像蝼蚁一般，属实不易啊！没有落脚点的我，救不了浮冰上的北极熊，也救不了海中的大多数动植物，我连自己都救不了。我能做的就是祈祷吧！人总要信仰些什么，所以我信仰中国传统文化。
封神看了！很期待第二部☺☺☺，看到姬发骑着雪龙驹回到西岐，跨过门槛，用衣袖擦眼泪的时候，我哭了，其实整整两个多小时的时间里，我大多数的时候都在泪光闪闪，但这个场景我的记忆最深刻，我很能感觉到，姬发的委屈在见到父亲那一刻的喷涌而出。还有殷郊的意难平，不，故事里的意难平太多太多了，妲己死后真正的身不由己，崇应彪的不被爱，姜文焕的决心赴死。我没有看过原著，但是我觉得祸国殃民的从来都不是女性，第二，第三部我都会去电影院看完，我还想看看邓婵玉，那样一个英姿勃发的女将军，如果不是男人的恶趣味，怎么会嫁给一个矮小的还处处不如自己的男人呢？
去财神庙里拜了财神爷爷，出庙的时候，有个师傅看着我说，我是个有福气的姑娘[可爱]开心的发财🥰，老师傅说要送我一个祈福带，因为捐的功德很小，我没敢要。
也不知道说了些啥，写的东西都白的很，还是要多读书，多看报，少吃零食，多睡觉啊！
希望下次自己的小事记可以写的优美点吧！也希望等下的放下手机就能睡着！最最最最希望我们都能平安喜乐安康的过完一生！
                                   ——晚安，小蒋同志！",2,发布于 湖南
发布于 内蒙古,0,0,0,荣耀70 5G,“曾经我是不安河水，穿过森林误入你心”。（所以国仇决不能原谅#把核污水与核废水混为一谈骗不了人# ）,0,发布于 内蒙古
发布于 广东,0,0,1,HUAWEI P40 Pro+ 5G,对比韩国民众反日排核污水的姿势，大陆要反思什么？,0,发布于 广东
发布于 湖南,0,0,0,vivo Y77,现在开始跳脚了[微笑]，不让你排核污水也没见你听啊，你说解除我们就得解除，真tm不要脸 http://t.cn/A6OA4khB,0,发布于 湖南
发布于 广东,0,0,0,Xiaomi 13,是//@藤原小直:是这个理//@廖敏敏来了吗-_-:再说日本排的是核污水，你跟我这聊核废水。//@山下大哭:这是正确的道理，为什么哪怕按照科学标准无害排放也要谴责这一行为，因为它开了一个把风险转嫁给海洋环境和全人类的先例，底线只要不存在了，各种超底线的事情就会纷至沓来,0,发布于 广东
发布于 山东,0,0,0,HUAWEI Mate 20,建议你们可以建个核污水鱼池用来养鱼呢，64种放射性元素喂养出来的鱼，一定美味死了[拳头],1,发布于 山东
发布于 上海,0,0,0,iPhone客户端,//@夏语冰96:世界卫生组织和联合国都已经被人操纵了。作为日本核污水排放的最大受害国之一的美国，也丝毫不顾人民死活。纵观全世界，只有一个地方把人民福利置于一切之上！威武！[嘻嘻],0,发布于 上海
发布于 广东,0,1,3,Android,"#大量日本骚扰电话打进我驻日使领馆#
这么有空还不如把剩下的核污水喝了……",0,发布于 广东
发布于 河北,0,0,0,微博视频号,他们是没看过自己的动画吗？#哆啦a梦_#_#核污水_#动画_#海洋  http://t.cn/A6OLruwZ,1,发布于 河北
发布于 福建,0,0,0,荣耀50 5G,#韩媒说日本拒绝他国对核污水直接取样#可以不可以 像普京提出的建议一样 武器枪口对准日本 如果你敢放核污水我就敢打 真的很生气 影响我们健康 也影响后代的健康[泪][泪][泪],0,发布于 福建
发布于 上海,169,1414,4590,Android,航丝别冲了[泪][泪]我去找投稿人让ta给个解释[收到],1,发布于 上海
发布于 山东,0,0,0,三星Note10＋ 5G,#东电承认超6成储存核污水放射物超标#小日本去死！,0,发布于 山东
发布于 北京,18,38,882,怂怂的Android,#为什么长辈热衷于叫晚辈早起#，长辈？热衷？呵呵，还扯上了什么长辈的“控制欲”“统治者角度”“支配欲”……真是每天都能在微博发现无语“话题”，你咋不推出个“为什么闹钟热衷于叫你早起”？！ 请珍惜有长辈叫你起床的日子，因为你长辈不会“热衷”叫你一辈子，在你成为新一代“热衷”叫起时，他们已经走远！,0,发布于 北京
发布于 安徽,0,0,0,iPhone客户端,假如换做中国往大海里排放核污水，会不会被全世界讨伐诛杀呢？会不会发生第三次世界大战呢？#日本核污染水排海正式开始#,0,发布于 安徽
发布于 浙江,0,0,0,iPhone客户端,越南人会说多说点[doge]//@一颗柔弱不能自理的铁蛋:“有教养的日本人已经喝完核污水安静地躺下了，没教养的日本人还在这里吠叫！”[老师好]//@菡萏今天很暴躁://@我蜂蜜柚子茶第一个不服:转发微博,0,发布于 浙江
发布于 陕西,39,15,166,微博视频号,脚盆鸡：别看现在反对的厉害，时间一长，再花点钱，这事就平了！#沙雕动画##日本排放核废水##沙雕# http://t.cn/A6Oysf3u,0,发布于 陕西
发布于 河南,0,1,17,iPhone 14 Pro,"#核污水排海韩国已出现连锁反应#
划重点：准备把海鲜店改成刀削面店。山西刀削面可得注意了，小心别被🇰🇷申遗了[doge]",1,发布于 河南
发布于 浙江,0,0,4,Note 10 Pro,"#超强台风苏拉#
冲向日本，海水倒灌，核污水从哪来回哪去",0,发布于 浙江
发布于 天津,1,0,1,微博网页版,接电话能情绪稳定的接受采访做到一问一答的，基本不可能会专门打电话骂人。敢打电话骂人的，电话打回来那也是国粹输出。而且骂就骂了，咋，关你屁事，有本事怎么不去把核污水喝了。,0,发布于 天津
发布于 陕西,0,0,0,微博网页版,8月27日，日本两名政客在做客一档电视节目时称.中国游客想来日本旅游的话，先喝福岛的核污水，同时还要让他们去福岛的海里游上一圈。”,1,发布于 陕西
发布于 广东,0,0,0,华为畅享 50,"#量化对冲基金#日本研究机构Teikoku Databank：福岛开始排放核污水后，700多家日本食品出口商将受到中国的日本水产进口禁令影响。
消息人士：大量廉价的伊朗石油将限制俄油在华价格
多名贸易消息人士称，因更多独立炼厂可能转向从伊朗进口更便宜的原油，俄罗斯出口至中国的原油价格即将见顶。数据显示，伊朗8月原油出口量升至四年半新高。欧佩克+减产以及中国大型炼油企业对俄罗斯石油的强劲需求，推动从太平洋Kozmino港口出口的俄罗斯远东轻质低硫ESPO原油价格降至俄乌冲突以来的最低折扣水平。10月份到货的ESPO原油交易于本周开始，第一笔交易以每桶比ICE布伦特原油折价约1美元的价格成交，此前折价一度缩小为每桶50美分。消息人士说：我们原本预计ESPO价格会像过去两个月那样继续飙升。但现在我们认为价格上涨可能会受到限制，因为一些炼油厂可能会转而购买伊朗石油。",0,发布于 广东
发布于 北京,0,0,1,iPhone 14 Pro,怎么活着不重要重要的是自洽。。听到核污水就恐慌的人根本就是没啥判断能力只会被撺掇所以我才看不上[允悲][允悲],0,发布于 北京
发布于 广东,0,0,0,HUAWEI Mate 30 Pro,"倾倒核污水这种事情，居然还有人讨论和争议，本身就已经是很魔幻的事情了。
这件事不是本就应该千夫所指万人唾骂吗？
近几年这些颠倒黑白无理强辩的事情多了，大家都见怪不怪，甚至还觉得可以讨论一番？觉得小日子做的事情可能没有危害甚至情有可原？
这么荒唐的吗？",0,发布于 广东
发布于 辽宁,0,0,4,iPhone客户端,#关注日本核污水排海#全面禁日本产品，这是关乎子孙后代的事儿，太缺德了,2,发布于 辽宁
发布于 山东,0,0,0,vivo手机,"侵华日军制造惨绝人寰的南京大屠杀，它们没有汪汪叫。

日本反人类核污水排海，它们没有汪汪叫。

有人穿件“日本投降”衣服，它们就龇牙咧嘴跳出来汪汪叫。

中国土地上怎会有如此腌臜的生物？它在哪里，它是谁？它是不是随处都在？",0,发布于 山东
发布于 四川,0,0,11,Xiaomi Civi,#日本专家称核污水排海是早就决定好的#谁跟你决定好的！！！,2,发布于 四川
发布于 新疆,0,0,0,HUAWEI Mate 20,日本核泄漏污水。。。日本定义反日本乱排核泄漏污水为极端派，洗地法,1,发布于 新疆
发布于 湖南,0,0,1,OPPO R9s,。。。。嬷嬷4k+了//@阿玉在现开导:我要骂了//@不懂清冷美人1的有难了:414[微笑]//@玩咩游戏啊阿杉:这就是嬷嬷吗？真喜欢苦难娱乐化呀[吃惊]什么出生//@于雪国相见的童话守梦人:娱乐化苦难sl//@要不吃点好的吧:[费解][费解][费解]//@大脑门厨:[费解][费解][费解][费解]嬷嬷要不去喝光核污水拯救世界吧,0,发布于 湖南
发布于 中国香港,0,0,0,HUAWEI P40 5G,處理日本政府核污水的自私行為，我國包括兩特區應宣佈全面對日本出境的所有涉及人類食物鏈的所有產品包括（飼料等）均作出100%全面安全檢測才能入境進入市場，期間如產品有任變質的將即時在海關銷毀處理，海關並不會對待檢測產品的保鮮負擔任何責任。,1,发布于 中国香港
发布于 内蒙古,0,0,1,无聊的人Android,#大量日本骚扰电话打进我驻日使领馆#我去⊙∀⊙！这是多厚的脸皮，你排核污水还有脸骚扰我们使领馆？真是🗡人耍🗡，🗡出花了！[怒],0,发布于 内蒙古
发布于 广东,159,82,1008,微博视频号,日军侵华日军照片！铁证如山，勿忘国耻，吾辈当自强！强国强军！勿让历史重演！历史不该被遗忘！ http://t.cn/A6OwTm2C,0,发布于 广东
发布于 四川,0,0,1,nova8SE 和你瞬间来电,#东电承认超6成储存核污水放射物超标#他说超六成，我估计就是九成九[微笑],1,发布于 四川
发布于 天津,0,0,0,Note 9 Pro 一亿像素,排放核污水，我们也无法接受,0,发布于 天津
发布于 广西,0,0,0,iPhone客户端,简易二刺猿去饮核污水[嘻嘻]反正它们也想变异,1,发布于 广西
发布于 福建,0,0,0,HUAWEI P50 Pro,韩国总统不是支持排核污水，力证没影响吗,0,发布于 福建
发布于 浙江,0,0,0,HUAWEI Mate30 Pro 5G,#日本核污水仍以每天100吨速度增加#：,1,发布于 浙江
发布于 天津,0,0,0,微博网页版,//@成疯破烂的姐姐:另：本店用水为正宗日本核污水，滋阴壮阳，延年益寿！,2,发布于 天津
发布于 北京,1178,321,7045,微博视频号,【张捷环球】日本核废水排放魔鬼在细节#日本核污染水已进入大海##张捷环球# http://t.cn/A6OAeF2u,1,发布于 北京
发布于 浙江,1,1,2,微博网页版,#东电承认超6成储存核污水放射物超标# 国际原子能机构会承认这个数值吗？还能怎么洗？[笑而不语]//@VictorWLG:喝过水的原子能机构专家存活率为33%，结论是他们得出来的吧,0,发布于 浙江
发布于 浙江,0,0,0,Android,#日本核废水排海已经开始影响邻国#第一核污水，第二，富士山今天有啥进展没？台风都到哪了？,0,发布于 浙江
发布于 江西,0,0,0,小米10S,//@柴疏tuitui:日本排核污水对我国的影响： 失业率逐年上升、房价居高不下、物价飞涨、结婚率降低、出生率降低[怒],0,发布于 江西
发布于 福建,0,0,0,iPhone客户端,回复@唤作小於菟-_-:我们禁日本水产，辐射鱼并不主要的考量。最主要的目的是让日本渔业和相关产业受到巨大经济损失，相关人员施压给日本政府，逼迫日本停止核污水排海。如果只禁水产品还不能达到这样的效果，那就会加大力度，扩大禁止的范围。,0,发布于 福建
发布于 吉林,0,0,1,iPhone客户端,#专家称日本核污水含64种核放射性元素#,1,发布于 吉林
发布于 广东,0,1,0,微博网页版,//@喵寨小花猫:[允悲]//@子衿ul:看这个投票，以小见大，日本网民百分之七十都理解支持排放核污水 。 http://t.cn/A6OLmuT9 //@循环播放人:明明排之前都在说日本大部分民众都支持，就连抗议的都只有一两百个人,2,发布于 广东
发布于 湖南,0,0,10,知性的摩饭Android,#日本核废水排海已经开始影响邻国#咋滴，核污水变核废水了？,0,发布于 湖南
发布于 广东,0,0,0,HUAWEI P30,#中国游客赴日意愿下降日本业界很担心#我真的搞不懂，去旅游的人是一点都不怕死吗？现在日本就被核污水包围了，站在日本国土呼吸都有辐射吧。,0,发布于 广东
发布于 贵州,0,0,0,OPPO智能手机,#核污水##日本核污水#,1,发布于 贵州
发布于 辽宁,0,0,0,서인숙的狗Android,#日本政府已向儿童发核污水安全传单#小日子你🐴亖了,1,发布于 辽宁
发布于 广东,0,0,0,iPhone客户端,//@美鸥译丛:太平洋那么多国家，为什么只有我们一个国家认为日本的核污水不符合排放标准？答案很简单：全世界合伙起来害我们啊。现在就是这个节奏。[二哈],0,发布于 广东
发布于 辽宁,1,0,0,OnePlus 7T,//@榴石顶:其实要太平洲各国消除日本核污水担心，办法很简单：日本政府全员带头吃福岛海产品，喝过滤过的核污水，时间为三年，再检测身体有无异常。,0,发布于 辽宁
